star,date,cmt 
1,2019-03-07,폐미싫어요 ㅎㅎ  페미 나가  
2,2019-03-07,1점은 남자고 5점은 여자인가 ㅋㅋㅋ 페미를 떠나서 싸가지가 없음  
10,2019-03-07,난 재미있던데 볼만합니다  
4,2019-03-07,기대가 컸는지 솔직히 별루임.  
1,2019-03-07,"재미없음.,..,,.,.,  "
1,2019-03-07,배우때문에 걸러요. 주연배우교체요망  
1,2019-03-07,1점도 많다ㅋㅋㅋ 칸수 채우기용 글자  
2,2019-03-07,솔직히 말해서 마블시리즈중엔 제일 별로인듯중간에 계속졸았어요 ㅠ 코고는순간 남편이 깨움..ㅎ 이영화는 냥이가다함ㅋ  
3,2019-03-07,개연성이라곤 개나줘버리고 다른배우연기에 심취해있다가 캡틴마블 ㅈ같은 웃음표정 유머에 토할거같음  
8,2019-03-07,타노스랑 맞짱떠도 이길기세  
5,2019-03-07,마블 작품 중 제일 재미 없네요  
1,2019-03-07,엉망진창인영화주연캐스팅실패  
1,2019-03-07,마블시리즈 최초로 개짜증나는 영화...보면서 피식 웃음만나옴  
2,2019-03-07,원더우먼 과 비교되내요  
1,2019-03-07,어떻게 8점넘은거지? ㅋㅋㅋ  
1,2019-03-07,마블답지못하게 뻔하고 평면적인 영화  
1,2019-03-07,걍 여자 주인공이 못생겨서 짜증남 ㅇㅇ  
3,2019-03-07,"짜맞추어진 시나리오의 한계, 밸붕 문제, 소모품으로만 사용되는 나름 소중한 빌런들... 그리고 너무나 예상가능한+평범한 캡틴 마블과 마벨... 건진것은 콜슨요원과 내용과 상관없는 스탠리... 독립적으로 놓고 본다면 DC의 망한 작품들 냄새가 물씬 난다  "
1,2019-03-07,여주가 에러. 에밀리 브런트 정도가 되어야 인정.  
1,2019-03-07,알바 작작풀어 하찮은 자본주의의 노예들아 솔직히 재미없어 이거  
10,2019-03-07,진짜 존잼이다ㅎㅎㅎ 브리라슨도 존멋ㅎㅎ  
1,2019-03-07,보지마라 이딴 페미 영화  
2,2019-03-07,노잼이야안봐아아ㅋㅋㅋㅋ  
1,2019-03-07,마블중최악ㅜㅜ왜이러냐  
1,2019-03-07,어제 봤는데 완전 미스캐스팅이었슴. 예고편이 다였다는 생각밖엔.... 이건 뭐...폭탄하나 터뜨리고 슈퍼우먼된거 딱 그거임....  
1,2019-03-07,정성스럽게 빚어낸 똥입니다  
1,2019-03-07,ㅇㅣㄱㅔ  영화ㄴㅑ ㅋㅋㅋ  
3,2019-03-07,다 피했는데 이걸 못피했네ㅜㅜ  
1,2019-03-07,네이버 평점조작보소ㅋㅋ  
6,2019-03-07,페미이런거 다떠나서 인간적으로 너무 지루했다....마블의 장점이 하나도 안보임 기억상실이 한순간에 풀리는 마법까지...정말 실망 대실망  
1,2019-03-07,마블시리즈중 최악 알바들좀 니들이나 두세번봐라.  
1,2019-03-07,마블에 누가 되는 작품이었다  
2,2019-03-07,대구 메가박스 처음부터 끝까지 기침하는 놈 때문에 집중못함  
10,2019-03-07,잘만들었구만 ㅋㅋ깎아내리기는  
10,2019-03-07,다뿌수는 캡틴마블 엔드게임이 기다려지는 이유임.. 최초의 어벤저이자 마지막 어벤저  
1,2019-03-07,핵노잼 여주캐스팅대참사  
5,2019-03-07,왜이렇게갑자기평면적이고촌스러워졌지...  
4,2019-03-07,의리로도 못봐주겟다 어벤져스에 내보내려고 급조한티 팍팍나서 진짜ㅋㅋ 최악이네 닉퓨리 눈다치는거 각본 어떤새낄까  
1,2019-03-07,이게 왜관람객평점이 8.9 임? 이게? 진심?ㅋㅋㅋ와 보그왓는데 진지하게 3점주기도아까운데 ㅋㅋ  
1,2019-03-06,페미고 뭐고 재미가 없음..  
9,2019-03-06,보고 왔습니다. 닥스 정도의 재미. 마블영화.사이다 다 때려 부숨ㅋㅋ  
10,2019-03-06,어벤져스 이름 탄생하는 그 순간 소름이 돋음...영화속 관계성을 더욱 잘 파악하기 위해서는 꼭 봐야하는 영화!  
8,2019-03-06,스타워즈급 퀄리티를 기대했지만돌아오는건 은하계 오버워치였습니다  
1,2019-03-06,별이 왜 한개부터 시작이죠?마블몰락의 시작  
10,2019-03-06,먼치킨 주인공. 어벤저스4가 너무 기대된다  
10,2019-03-06,good!!너모재밋어요  
7,2019-03-06,관람객조금 서사가 약했다? ㅋ  
10,2019-03-06,재밌어서 n차 뛸거임 조오오온잼  
10,2019-03-06,방금 보고왔습니다ㅠ 진짜 재밌어요  
10,2019-03-06,완전 재밌어요 강추!!!  
10,2019-03-06,마블 솔뭅 중에 최고였음  
2,2019-03-06,그냥 개그물 어벤져스위해서 패스해도 됩니다 스토리 그냥 저냥  
4,2019-03-06,마블에서 만든 고양이가 나오는 여성 위주의 따뜻한 가족 영화~  
1,2019-03-06,너무 화가나서 치가떨린다 보다가 뛰쳐나옴 진짜 이건 아니지  
10,2019-03-06,엥 나만 재밌었나...  
6,2019-03-06,마블팬인데 솔직히 재미없었다....진짜뭐냐  
10,2019-03-06,마블영화는 언재봐도 진리다.  
9,2019-03-06,마블은 역시 실패가 없다  
10,2019-03-06,최고입니다 정말 꼭보세요  
9,2019-03-06,막강파워의 캡틴 마블 ㅡ 늦게 나온 이유가 있었네ㅡ 힘의 균형  
8,2019-03-06,캐릭터나 시대 배경이나 원작 스토리를 풀어내는데 있어서 굉장히 참신한 발상이 돋보이는 영화였음. pc메시지도 있었지만 그럭저럭 잘 풀어낸 편이었음. 액션씬이 빈약하긴 하지만 스토리나 배경설정이 간극을 잘 메우는 편임.  
9,2019-03-06,고마워요 스탠리 그리고 슈퍼삐삐  
10,2019-03-06,재밋엇어요---!!!  
10,2019-03-06,고양이최고 고양이가 세상을구한다  
10,2019-03-06,캡틴마블인데 일단 10점이다  
10,2019-03-06,고양이  짱귀엽고 떡밥회수 좋았음  
10,2019-03-06,캡틴마블 충성충성충성충성충성  
10,2019-03-06,변화하는 마블 좋아요 브리라슨 최고  
9,2019-03-06,기대 이상이네요. 추천합니다.  
2,2019-03-06,정말 실망입니다마블이 우째 이런보는 내내 지루하고 졸려 혼났다스토리도 전개도 연출도 주연배우도 모두 실망  
7,2019-03-06,쿠키영상이 제일 재미있네  
1,2019-03-06,고양이 가주인공임캡틴 양옹이 이가어울림 ㅜㅜ  
10,2019-03-06,캡마 진짜 개쎄다ㅠㅠ 존잼 그 이상이였음 ㅠㅠ  
10,2019-03-06,최고에요 너무재미있어요 특히 주연배우와 조연배우들사이의 케미가 너무 보기좋았고 티키타카도 잘 맞아서 재미있게봤어요  
7,2019-03-06,나름 볼만했어요~!!  
8,2019-03-06,"페미를 떠나 역시 마블은 말모~말모! 아주 쨈났고요. 캡틴마블의 탄생비화도 좋았고, 간간이 웃음코드도 있어 자주 웃었어요.4dx강도가 조금 더 강했더라면 더 쨈있었을건데.. 4월달에 개봉할 어벤져스4-엔드게임이 아주 기대됩니다.  "
10,2019-03-06,정말 재밌으니 꼭 보세요.  
1,2019-03-06,페미마블 볼 바에 항거를 봅시다 여러분  
4,2019-03-06,차라리 엠마 스톤이나 엘르  패닝을 쓰지 그랬니....  
2,2019-03-06,너무 재밌고 박나래 너무 예뻐요. ^^  
1,2019-03-06,재수없는  멧돼지마블  꺼지세요  
1,2019-03-06,마블 시리즈중 에서 역시나 최악  
1,2019-03-06,ㅋㅋ 후레쉬맨 90년대 영화  
1,2019-03-06,캡틴 페미10자압박짲ㅇ  
1,2019-03-06,아 첨 생각대로 안봤어야 했는데 ㅅㅂㅅㅂ 내돈 내돈  
1,2019-03-06,개노잼 싱크로율 어색 스토리가 대단한것도 아님  
2,2019-03-06,엔드게임 제작비를 충당하기 위한 쓰레기돈벌이 영화마블영화 이렇게 실망한적이 없었다 슈퍼맨보다 못한...  
1,2019-03-06,마블 영화중 최악...  
1,2019-03-06,성차별주의자들같으니라고  
1,2019-03-06,pc충들은 능력부족을 사상에 반대하기 때문이라고 변명하면서도 스스로 IP 를 만들기보다 기존의 성공한 IP에 기생하고만 있다. 그리고 PC가 묻은 미디어는 전부 망함. 이제 마블도 망하는건 시간문제지  
1,2019-03-06,꼴페미나치공산당이 지구를 지킨다네~군대나 먼저 가시지~ 지구는 무슨~  
2,2019-03-06,한남들은 안보는거 아니노?  
1,2019-03-06,개연성도없고 캐릭도 안어울리고... 하...  
1,2019-03-06,1점이라도 아까운 영화  
4,2019-03-06,"영화는 직접 보고 평가하자. 토르1편보다 재미없고, 개인적으로 블랜팬서랑 비슷한 정도...  "
1,2019-03-06,고인모독햇데서동참.  
1,2019-03-06,0점은 왜 없는거냐 열글자  
1,2019-03-06,페미탈출은 지능순 ^^  
2,2019-03-06,1조차 아까운건 처음이었다  
1,2019-03-06,나는 예쁘지 않습니다..auto k...  
1,2019-03-06,엔드게임 재촬영 고민해봐야 하는거 아님?  
1,2019-03-06,"아니 대전 극장들은 무슨 죄다 캡틴 마블이냐 짜증나게ㅡㅡ 알리타, 항거 유관순, 사바하 등 상영을 해야 보던 말던 할꺼 아냐 무개념 캡틴 마블은 돈주고도 보기 아깝지  "
5,2019-03-06,"어벤져스의 깊은 스토리 이해라는 목적은 달성되었지만, 긴장감 부족 / 센스 없는 말장난식 유머코드 / 현실감 떨어지는 CG 등으로 지루함을 참고 끝까지 봐서,아쉽긴 합니다  "
1,2019-03-06,와... 꼭보세요 두번보세요  
1,2019-03-06,재미없네요 실망입니다  
1,2019-03-06,일단 배우 자체가 고인 모독뿐만 아니라 평소의 언행이 매우 안좋기 때문에 영화를 보는 내내 재밌다는 생각은 들지 않더군요. 뿐만 아니라 배우랑 기존 캡틴 마블 캐릭터가 매치가 되지 않아 좀 어색하더군요. 영화관가서 보기엔 아깝습니다.  
1,2019-03-06,캡틴 마블 빠빠이ㅋㅋㅋ  
1,2019-03-06,배우 인성이 ㅈ같아서 1점  
1,2019-03-06,어벤져스보다 재밌네요  
1,2019-03-06,원더우먼은 재미라도 있었다..  
1,2019-03-06,재밌는시리즈를 꼴페미가 망친 미친사례ㅋㅋㅋ  
1,2019-04-11,별 반개도 아까운 쓰레기  
10,2019-03-19,관람객아 넘 재밋엇음 또 보러가야지ㅋㅋ개멋잇다 시원시원함  
2,2019-03-14,마블 중에 가장 못 만듬 앞뒤를 맞추려다 너무 뻔해짐 재미없음  
1,2019-03-14,영화가 페미 아닙니다. 배우가 페미죠. 페미가 아니어도 인성 최악입니다.  과잉반응이 아니라 님들이 과잉 실드 치는겁니다.  
10,2019-03-13,"캐롤 댄버스는 몇번이고 다시 일어선다 . 이러한 여성히어로의 탄생은 우리들에게도 , 자라나는 여아들에게도  커다란 메세지를 줄 것이다.  "
1,2019-03-12,지루하다... 역대 최악의 마블영화...마블 영화 보다가 존 건 처음이다 ㅠㅠ  
10,2019-03-12,관람객캡틴 마블...기대 안하고 봤는데 기대 이상임진짜 멋있고 재밌고 또 보고싶음캡틴 마블한테 반할 뻔...  
10,2019-03-12,너무 재밌다 ♡♡ 브리언니 반했어요~~ ㅋ  
10,2019-03-11,재밌습니다 완벽한 브리라슨  
7,2019-03-11,마블영화치곤 재미가 막 있지는 않았지만 여자영웅이 멋졌음  
10,2019-03-10,재밌던데? 페미라고 난리치는거보면 웃김ㅋㅋㅋ  
10,2019-03-10,최고의영화 주체적 여성 영웅의 진면모  
3,2019-03-10,그냥 다른거 다 떠나서 재미가 없어요..  
1,2019-03-10,관람객오랜만에  극장에서  푹잤음..  
2,2019-03-10,이게 재미 있다고??보고 이여기 합시다  
10,2019-03-10,관람객짱이다 소름 돋는다 이걸 보는 많은 여성들이 임파워링 되었음 좋겠다 구매력 없는 찌질한 일부^^ 냄저들은 쌉쳤으면 좋겠다 페미요소ㅋㅋㅋ 웃기고 자빠졌넹!  
10,2019-03-09,관람객재밌는데 우리나라에 정신병자많네  
10,2019-03-09,관람객대놓고 강한맛...ㅋㅋ  
10,2019-03-09,평점 테러 개봉일 9시에 올린거 보소 ㅋㅋㅋㅋ 보지도 않았네 쿵쾅이들 별점 믿지마셈  
10,2019-03-09,재밌기만 한데 왜그리 난리  
1,2019-03-09,중간정도 보고나왔어요 개취일수있는데 마블영화중 제일별로...  
1,2019-03-09,페미는 정신병입니다.  
1,2019-03-09,페미 꺼지시구용. 나중에 ocn으로 볼게용  
1,2019-03-09,페미 아웃역대급 최악의 마블영화미스캐스팅의 대표적인 예얼굴 모자이크 처리해서 상영하거나주인공 바뀌서 재상영하시길  
2,2019-03-09,꼴페미는 거짓말 선동하는게 특기인가 유부녀 컨셉 잡고 꼴페미 아닌척하면 속을줄 아나봄. 스크럴이 캡틴마블을 속일 수 있었던가? 여자와 남자의 관계가 바로 이런것임.  
1,2019-03-09,미스캐스팅이고 나발이고 그냥 드럽게 못만들었다 스토리도 지루하기 짝이없고 히어로란놈이 포스나 카리스마는 1도 안느껴지고 무엇보다도 닉퓨리 눈 실명 이유가 그렇게 허무한거였으면 왜 기대하게 만들었냐 나쁜것들아 쿠키영상도 개뻔한거고  
1,2019-03-09,다른 문제는 제외하더라도 재미가 일단 없음..  
2,2019-03-09,마블도 이젠 약빨이 다 한듯  
1,2019-03-09,누가 스포좀 알려줄분?유일하게 거르는 마블영호ㅓ  
1,2019-03-09,이건 뭐 스토리가 앞뒤가 안맞고 밸런스 엉망.. 무엇보다 보다 졸려서 혼났네. 재미가 없어  
1,2019-03-09,도저히 여주가 나올때마다 영화 집중이 안된다!!  
1,2019-03-09,어벤져스 치고 재미없어서 실망  
4,2019-03-09,울트라맨보는줄 알앗음  
6,2019-03-09,그냥 그랬음. 엔드 게임보는데 영향 없을 듯.  
10,2019-03-09,네이버 평점을 걸러야하는 이유. 사상주입이라며 자기 사상에 입각한 테러를 하는 모순적 행태. 그게 니들 수준.  
10,2019-03-08,너무 좋았다 이걸 보고 자란 여자 아이들은 좀더 다양한 꿈을 꿀 수 있겠지  
10,2019-03-08,관람객마블은 의무적으로 봐야한다  
2,2019-03-08,좀 많이 지루한 별 특색없는 영화.  
6,2019-03-08,충분히 괜찮았음. 다음달 어벤져 영화의 주인공의 백그라운드 보는 재미임. 만점에서 4점 깎는 이유는 주연 배우 브리 라슨이 진짜 먄하지만 연기 못하는거 ㅋㅋㅋㅋ 악감정이 아니라 걍 액션 영화에는 부자연스러운 배우임  
1,2019-03-08,와꾸부터가....어휴그냥 블랙 위도우가 우주갔다가 크리 방사능맞고 캡마되는거로 바꿨어야지....  
1,2019-03-08,악당 매력 1도 없고...아줌마 날아다녀서 맘에 안듬 걍 고양이가 타노스 쓸어줬으면  
1,2019-03-08,오프닝만  좋고 ....본편은  재미없고 식상합니다....  
1,2019-03-08,감독이 문제야? 배우가 문제야?  
3,2019-03-08,최악영화였어요 실망스러웠어요  ㅠㅠ  
1,2019-03-08,마블 영화 중에 제일 재미없었음 아이맥스로 본거 정말 후회...  
1,2019-03-08,친구랑 같이가서 관람했는데 둘다 자다가 나왔어요.  
4,2019-03-08,별로라고하여 기대안하고 갔음.기대를 안했음에도 불구하고 재미없음.4인가족이 보러갔음. 돈이 아까워서 4점.  
1,2019-03-08,중간부터 잠이와서 재미있다 없다를 논할수 없음  
2,2019-03-08,페미니즘이니 고인모독이니 그런거 그냥 다 거르고 황당한 영화. 걍 옆동네 밸런스조절 실패한 슈퍼맨같다진짜 선입견없이 보려고 노력했는데도 미스캐스팅은 확실함 액션은 무슨 벡터맨수준이고마블 진짜 좋아하는데 어벤져스에대한 기대감마저 사라질만큼 실망스럽다  
